   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00
   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   0.0000000E+00   9.5159449E-02   9.2052422E-02   8.9055732E-02   8.6164922E-02   8.3375692E-02   8.0684386E-02   7.8087047E-02   7.5580075E-02   7.3160015E-02   7.0823677E-02   6.8567753E-02   6.6389300E-02   6.4285226E-02   6.2253002E-02   6.0289741E-02   5.8392975E-02   5.6560218E-02   5.4789174E-02   5.3077485E-02   5.1423110E-02   4.9823768E-02   4.8277657E-02   4.6782825E-02   4.5337308E-02   4.3939468E-02
   4.2587586E-02   4.1279964E-02   4.0015083E-02   3.8791411E-02   3.7607502E-02   3.6461972E-02   3.5353493E-02   3.4280777E-02   3.3242475E-02   3.2237578E-02   3.1264856E-02   3.0323142E-02   2.9411428E-02   2.8528707E-02   2.7673952E-02   2.6846215E-02   2.6044644E-02   2.5268290E-02   2.4516340E-02   2.3787931E-02   2.3082336E-02   2.2398755E-02   2.1736467E-02   2.1094758E-02   2.0472972E-02   1.9870425E-02   1.9286504E-02   1.8720567E-02   1.8172050E-02   1.7640382E-02   1.7125016E-02   1.6625414E-02   1.6141072E-02   1.5671486E-02   1.5216187E-02   1.4774727E-02   1.4346642E-02   1.3931522E-02   1.3528942E-02   1.3138505E-02   1.2759835E-02   1.2392530E-02   1.2036260E-02   1.1690660E-02   1.1355381E-02   1.1030129E-02   1.0714574E-02   1.0408412E-02   1.0111362E-02   9.8231193E-03   9.5434133E-03   9.2719877E-03   9.0085827E-03   8.7529356E-03   8.5048303E-03   8.2640275E-03   8.0302889E-03   7.8034112E-03   7.5831763E-03   7.3693832E-03   7.1618357E-03   6.9603464E-03   6.7647230E-03
   6.5747998E-03   6.3903891E-03   6.2113320E-03   6.0374578E-03   5.8686230E-03   5.7046670E-03   5.5454434E-03   5.3908126E-03   5.2406350E-03   5.0947797E-03   4.9531129E-03   4.8155105E-03   4.6818564E-03    0.181263    0.176517    0.171914    0.167446    0.163111    0.158903    0.154819    0.150853    0.147003    0.143263    0.139631    0.136103    0.132675    0.129344    0.126108    0.122962    0.119904    0.116931    0.114041    0.111230    0.108497    0.105839    0.103253    0.100738   9.8290384E-02   9.5908955E-02   9.3591727E-02   9.1336370E-02   8.9141272E-02   8.7004386E-02   8.4924363E-02   8.2899116E-02   8.0927096E-02   7.9006687E-02   7.7136531E-02   7.5315170E-02   7.3540986E-02   7.1812637E-02   7.0128940E-02   6.8488471E-02   6.6890039E-02   6.5332443E-02   6.3814513E-02   6.2335048E-02   6.0893137E-02   5.9487518E-02   5.8117345E-02   5.6781497E-02   5.5479150E-02   5.4209191E-02   5.2970842E-02   5.1763304E-02   5.0585520E-02   4.9436837E-02   4.8316438E-02   4.7223527E-02
   4.6157330E-02   4.5117244E-02   4.4102453E-02   4.3112271E-02   4.2146143E-02   4.1203372E-02   4.0283311E-02   3.9385382E-02   3.8509037E-02   3.7653655E-02   3.6818702E-02   3.6003619E-02   3.5207998E-02   3.4431141E-02   3.3672743E-02   3.2932233E-02   3.2209218E-02   3.1503119E-02   3.0813692E-02   3.0140366E-02   2.9482771E-02   2.8840484E-02   2.8213156E-02   2.7600374E-02   2.7001845E-02   2.6417149E-02   2.5845952E-02   2.5287868E-02   2.4742678E-02   2.4209971E-02   2.3689492E-02   2.3180865E-02   2.2683894E-02   2.2198208E-02   2.1723595E-02   2.1259729E-02   2.0806374E-02   2.0363281E-02   1.9930180E-02   1.9506868E-02   1.9093033E-02   1.8688554E-02   1.8293101E-02   1.7906519E-02   1.7528547E-02    0.259173    0.253347    0.247678    0.242161    0.236790    0.231560    0.226470    0.221511    0.216681    0.211977    0.207393    0.202926    0.198573    0.194329    0.190193    0.186159    0.182227    0.178391    0.174650    0.171001    0.167440    0.163966    0.160576    0.157267    0.154038
    0.150886    0.147808    0.144803    0.141868    0.139003    0.136204    0.133469    0.130798    0.128189    0.125639    0.123147    0.120712    0.118332    0.116005    0.113731    0.111508    0.109334    0.107208    0.105130    0.103097    0.101109   9.9163890E-02   9.7261518E-02   9.5400468E-02   9.3579367E-02   9.1797784E-02   9.0054631E-02   8.8348486E-02   8.6678848E-02   8.5044757E-02   8.3445258E-02   8.1879549E-02   8.0346815E-02   7.8846216E-02   7.7377044E-02   7.5938530E-02   7.4529953E-02   7.3150478E-02   7.1799606E-02   7.0476577E-02   6.9180734E-02   6.7911305E-02   6.6667907E-02   6.5449864E-02   6.4256437E-02   6.3087299E-02   6.1941653E-02   6.0819134E-02   5.9719212E-02   5.8641326E-02   5.7584871E-02   5.6549575E-02   5.5534713E-02   5.4540027E-02   5.3564958E-02   5.2609120E-02   5.1672108E-02   5.0753478E-02   4.9852796E-02   4.8969720E-02   4.8103869E-02   4.7254704E-02   4.6422083E-02   4.5605592E-02   4.4804759E-02   4.4019390E-02   4.3249059E-02   4.2493489E-02   4.1752413E-02
   4.1025363E-02   4.0312197E-02   3.9612595E-02   3.8926173E-02   3.8252726E-02   3.7592024E-02   3.6943711E-02    0.329669    0.323103    0.316702    0.310459    0.304372    0.298433    0.292640    0.286987    0.281470    0.276086    0.270829    0.265697    0.260685    0.255790    0.251008    0.246337    0.241773    0.237313    0.232954    0.228693    0.224528    0.220455    0.216473    0.212578    0.208769    0.205043    0.201397    0.197830    0.194340    0.190924    0.187581    0.184308    0.181105    0.177968    0.174896    0.171888    0.168943    0.166058    0.163231    0.160463    0.157750    0.155092    0.152487    0.149934    0.147432    0.144980    0.142576    0.140219    0.137908    0.135642    0.133420    0.131242    0.129104    0.127008    0.124952    0.122935    0.120956    0.119015    0.117110    0.115240    0.113406    0.111605    0.109838    0.108104    0.106401    0.104730    0.103088    0.101477   9.9895313E-02   9.8341763E-02   9.6816145E-02   9.5318235E-02   9.3846664E-02
   9.2401735E-02   9.0982236E-02   8.9587890E-02   8.8218190E-02   8.6872399E-02   8.5550383E-02   8.4251359E-02   8.2975008E-02   8.1720702E-02   8.0488302E-02   7.9277121E-02   7.8086711E-02   7.6916777E-02   7.5766824E-02   7.4636459E-02   7.3525399E-02   7.2433092E-02   7.1359240E-02   7.0303574E-02   6.9265634E-02   6.8245061E-02   6.7241572E-02   6.6254817E-02   6.5284453E-02   6.4330250E-02   6.3391648E-02   6.2468719E-02   6.1560899E-02    0.393456    0.386380    0.379474    0.372730    0.366144    0.359712    0.353430    0.347291    0.341292    0.335430    0.329699    0.324097    0.318618    0.313261    0.308020    0.302894    0.297878    0.292970    0.288167    0.283465    0.278863    0.274356    0.269944    0.265622    0.261389    0.257243    0.253181    0.249201    0.245300    0.241478    0.237732    0.234059    0.230458    0.226928    0.223466    0.220070    0.216741    0.213474    0.210269    0.207125    0.204040    0.201014    0.198043    0.195126    0.192264    0.189454    0.186696
    0.183987    0.181327    0.178715    0.176150    0.173631    0.171156    0.168724    0.166336    0.163989    0.161683    0.159417    0.157190    0.155001    0.152850    0.150735    0.148656    0.146612    0.144603    0.142627    0.140684    0.138774    0.136895    0.135047    0.133229    0.131441    0.129682    0.127952    0.126249    0.124574    0.122926    0.121304    0.119708    0.118137    0.116591    0.115069    0.113571    0.112097    0.110645    0.109216    0.107809    0.106424    0.105060    0.103717    0.102394    0.101092   9.9808753E-02   9.8545358E-02   9.7300708E-02   9.6074961E-02   9.4867423E-02   9.3677998E-02   9.2505984E-02   9.1351576E-02   9.0214141E-02    0.451173    0.443752    0.436501    0.429416    0.422491    0.415721    0.409104    0.402632    0.396302    0.390110    0.384052    0.378124    0.372323    0.366643    0.361083    0.355639    0.350308    0.345087    0.339971    0.334960    0.330049    0.325236    0.320519    0.315895    0.311362    0.306917    0.302558    0.298282
    0.294088    0.289974    0.285938    0.281976    0.278089    0.274274    0.270529    0.266852    0.263243    0.259698    0.256216    0.252798    0.249440    0.246142    0.242901    0.239717    0.236588    0.233513    0.230492    0.227521    0.224601    0.221730    0.218908    0.216133    0.213405    0.210721    0.208081    0.205486    0.202932    0.200418    0.197947    0.195515    0.193121    0.190766    0.188448    0.186167    0.183921    0.181711    0.179535    0.177392    0.175283    0.173205    0.171160    0.169145    0.167161    0.165207    0.163282    0.161386    0.159518    0.157678    0.155865    0.154078    0.152317    0.150582    0.148873    0.147188    0.145527    0.143890    0.142276    0.140685    0.139117    0.137571    0.136046    0.134543    0.133060    0.131599    0.130157    0.128735    0.127333    0.125950    0.124586    0.123240    0.121912    0.503398    0.495751    0.488276    0.480967    0.473819    0.466827    0.459990    0.453298    0.446749    0.440339    0.434064    0.427920
    0.421904    0.416010    0.410237    0.404580    0.399038    0.393606    0.388282    0.383061    0.377943    0.372924    0.368001    0.363172    0.358434    0.353786    0.349224    0.344748    0.340353    0.336040    0.331804    0.327645    0.323561    0.319550    0.315609    0.311738    0.307935    0.304197    0.300524    0.296914    0.293366    0.289879    0.286449    0.283077    0.279762    0.276500    0.273293    0.270139    0.267035    0.263981    0.260977    0.258020    0.255111    0.252248    0.249429    0.246655    0.243924    0.241234    0.238586    0.235979    0.233411    0.230883    0.228392    0.225939    0.223522    0.221140    0.218794    0.216483    0.214205    0.211960    0.209748    0.207567    0.205417    0.203298    0.201209    0.199150    0.197120    0.195117    0.193143    0.191196    0.189276    0.187381    0.185513    0.183671    0.181853    0.180059    0.178290    0.176544    0.174821    0.173121    0.171444    0.169788    0.168154    0.166542    0.164949    0.163378    0.161827
    0.160296    0.158783    0.157291    0.155817    0.550653    0.542870    0.535258    0.527813    0.520530    0.513403    0.506431    0.499605    0.492922    0.486379    0.479971    0.473694    0.467545    0.461520    0.455616    0.449828    0.444155    0.438593    0.433138    0.427788    0.422541    0.417393    0.412341    0.407384    0.402519    0.397744    0.393055    0.388452    0.383931    0.379492    0.375131    0.370847    0.366638    0.362503    0.358438    0.354443    0.350517    0.346656    0.342861    0.339129    0.335459    0.331850    0.328300    0.324806    0.321371    0.317989    0.314663    0.311389    0.308166    0.304993    0.301871    0.298797    0.295770    0.292790    0.289853    0.286963    0.284116    0.281310    0.278547    0.275825    0.273142    0.270499    0.267894    0.265327    0.262797    0.260302    0.257843    0.255419    0.253029    0.250672    0.248349    0.246057    0.243796    0.241566    0.239367    0.237198    0.235058    0.232947    0.230864    0.228807    0.226779
    0.224777    0.222801    0.220851    0.218926    0.217026    0.215150    0.213298    0.211470    0.209665    0.207882    0.206122    0.204383    0.202666    0.200970    0.199295    0.197640    0.196006    0.194391    0.192796    0.191220    0.593410    0.585558    0.577875    0.570361    0.563008    0.555812    0.548770    0.541875    0.535123    0.528511    0.522034    0.515688    0.509470    0.503376    0.497403    0.491547    0.485806    0.480175    0.474653    0.469235    0.463919    0.458704    0.453585    0.448560    0.443628    0.438785    0.434029    0.429360    0.424771    0.420265    0.415838    0.411487    0.407212    0.403010    0.398879    0.394818    0.390826    0.386899    0.383038    0.379241    0.375505    0.371831    0.368215    0.364656    0.361156    0.357709    0.354318    0.350979    0.347692    0.344455    0.341268    0.338129    0.335038    0.331994    0.328993    0.326039    0.323128    0.320258    0.317432    0.314646    0.311900    0.309194    0.306525    0.303896    0.301302
    0.298745    0.296223    0.293737    0.291284    0.288865    0.286479    0.284125    0.281802    0.279510    0.277249    0.275018    0.272817    0.270644    0.268499    0.266381    0.264292    0.262230    0.260192    0.258181    0.256195    0.254234    0.252299    0.250385    0.248496    0.246630    0.244788    0.242968    0.241169    0.239392    0.237636    0.235902    0.234188    0.232494    0.230820    0.229165    0.227530    0.632099    0.624226    0.616523    0.608989    0.601616    0.594399    0.587337    0.580421    0.573649    0.567017    0.560520    0.554154    0.547916    0.541802    0.535809    0.529932    0.524171    0.518520    0.512978    0.507540    0.502204    0.496968    0.491829    0.486785    0.481833    0.476970    0.472194    0.467504    0.462896    0.458370    0.453923    0.449552    0.445257    0.441035    0.436884    0.432803    0.428792    0.424845    0.420964    0.417146    0.413391    0.409697    0.406062    0.402483    0.398963    0.395497    0.392086    0.388727    0.385420
    0.382163    0.378957    0.375799    0.372688    0.369624    0.366604    0.363630    0.360700    0.357810    0.354964    0.352159    0.349393    0.346667    0.343980    0.341331    0.338718    0.336141    0.333600    0.331094    0.328622    0.326183    0.323778    0.321404    0.319063    0.316751    0.314471    0.312220    0.309999    0.307808    0.305643    0.303506    0.301398    0.299316    0.297259    0.295229    0.293224    0.291244    0.289290    0.287357    0.285449    0.283564    0.281702    0.279862    0.278045    0.276250    0.274473    0.272721    0.270988    0.269273    0.267581    0.265909    0.264255    0.667106    0.659250    0.651564    0.644046    0.636690    0.629490    0.622445    0.615546    0.608790    0.602175    0.595694    0.589345    0.583124    0.577027    0.571051    0.565191    0.559447    0.553813    0.548287    0.542865    0.537547    0.532328    0.527206    0.522179    0.517243    0.512398    0.507638    0.502966    0.498375    0.493865    0.489435    0.485081    0.480803
    0.476599    0.472465    0.468400    0.464406    0.460476    0.456613    0.452813    0.449074    0.445397    0.441779    0.438218    0.434715    0.431265    0.427872    0.424530    0.421240    0.418001    0.414812    0.411671    0.408577    0.405530    0.402528    0.399571    0.396658    0.393786    0.390957    0.388169    0.385421    0.382712    0.380042    0.377410    0.374815    0.372255    0.369731    0.367243    0.364788    0.362367    0.359979    0.357623    0.355299    0.353005    0.350742    0.348509    0.346306    0.344132    0.341985    0.339865    0.337775    0.335710    0.333671    0.331658    0.329671    0.327708    0.325771    0.323856    0.321966    0.320098    0.318255    0.316432    0.314632    0.312855    0.311096    0.309362    0.307647    0.305950    0.304276    0.302622    0.300985    0.698782    0.690970    0.683327    0.675854    0.668543    0.661386    0.654386    0.647530    0.640820    0.634248    0.627813    0.621508    0.615332    0.609279    0.603348    0.597533    0.591834
    0.586245    0.580764    0.575388    0.570115    0.564941    0.559865    0.554882    0.549992    0.545192    0.540479    0.535852    0.531307    0.526843    0.522458    0.518150    0.513918    0.509760    0.505672    0.501654    0.497706    0.493822    0.490005    0.486251    0.482560    0.478929    0.475357    0.471843    0.468387    0.464984    0.461637    0.458343    0.455100    0.451908    0.448766    0.445672    0.442625    0.439626    0.436671    0.433762    0.430896    0.428072    0.425290    0.422551    0.419850    0.417190    0.414567    0.411984    0.409436    0.406925    0.404449    0.402009    0.399603    0.397230    0.394891    0.392584    0.390308    0.388063    0.385849    0.383665    0.381510    0.379386    0.377288    0.375217    0.373176    0.371161    0.369171    0.367208    0.365270    0.363357    0.361470    0.359604    0.357764    0.355947    0.354153    0.352381    0.350631    0.348904    0.347195    0.345511    0.343846    0.342200    0.340576    0.338973    0.337387    0.727444
    0.719695    0.712117    0.704707    0.697460    0.690368    0.683432    0.676641    0.669996    0.663489    0.657119    0.650879    0.644768    0.638781    0.632916    0.627166    0.621533    0.616010    0.610595    0.605286    0.600079    0.594972    0.589962    0.585047    0.580225    0.575491    0.570845    0.566287    0.561809    0.557413    0.553097    0.548857    0.544693    0.540603    0.536584    0.532635    0.528755    0.524941    0.521193    0.517509    0.513887    0.510326    0.506824    0.503380    0.499994    0.496662    0.493386    0.490162    0.486990    0.483868    0.480798    0.477775    0.474800    0.471873    0.468989    0.466153    0.463359    0.460607    0.457898    0.455231    0.452603    0.450015    0.447466    0.444956    0.442482    0.440044    0.437643    0.435277    0.432944    0.430646    0.428381    0.426148    0.423948    0.421777    0.419638    0.417530    0.415451    0.413402    0.411379    0.409385    0.407420    0.405481    0.403568    0.401681    0.399820    0.397984
    0.396175    0.394386    0.392624    0.390884    0.389168    0.387474    0.385802    0.384154    0.382524    0.380919    0.379332    0.377765    0.376221    0.374697    0.373191    0.753378    0.745707    0.738206    0.730875    0.723706    0.716694    0.709836    0.703124    0.696558    0.690131    0.683841    0.677681    0.671650    0.665744    0.659959    0.654291    0.648739    0.643298    0.637965    0.632737    0.627613    0.622588    0.617662    0.612830    0.608090    0.603441    0.598878    0.594404    0.590010    0.585699    0.581468    0.577313    0.573234    0.569230    0.565297    0.561434    0.557641    0.553912    0.550252    0.546655    0.543120    0.539648    0.536233    0.532877    0.529580    0.526336    0.523149    0.520014    0.516932    0.513900    0.510920    0.507988    0.505103    0.502267    0.499474    0.496729    0.494027    0.491367    0.488750    0.486176    0.483641    0.481146    0.478690    0.476274    0.473894    0.471550    0.469243    0.466972    0.464735    0.462532
